% Daily baseline values on the 12 scale
% Created 11-May-2023 12:02:58
%
% The CO2 data here are daily baseline averages.  The file contains all
% valid readings, with missing values denoted by NaN.  The data used to
% calculate the daily averages have been screened to eliminate local
% influences, such as the impacts of downslope vegetation or volcanic
% fumaroles, on the record.
%
% We provide these data primarily for the users interested in subweekly or
% finer-scale variability. For users interested primarily in longer-term
% variability, we recommend using standard weekly or monthly products which
% are more authoritative on these longer time scales.  The standard weekly
% and monthly products are located at:
%
% http://scrippsco2.ucsd.edu/data/atmospheric_co2/
%
% Further details on these this high resolution dataset can be found in the
% technical report:
%
% Walker, S. J., R. F. Keeling and S. C. Piper
% (2016). Reconstruction of the Mauna Loa Carbon Dioxide Record using
% High Frequency APC Data from 1958 through 2004. La Jolla, California,
% Scripps Institution of Oceanography: 1-17.
%
%
% Yr    - Year
% Mn    - Month
% Dy    - Day
% CO2   - CO2 baseline value
% NB    - Number of hourly averages in the baseline
% scale - Calibration scale code
%
% Yr, Mn, Dy,    CO2, NB, scale
1977, 04, 28, 336.01,  8, 12.0
1977, 04, 29, 336.30,  7, 12.0
1977, 04, 30,    NaN,  0, 12.0
1977, 05, 01, 337.13,  7, 12.0
1977, 05, 02, 337.29,  5, 12.0
1977, 05, 03, 337.36,  3, 12.0
1977, 05, 04,    NaN,  0, 12.0
1977, 05, 05,    NaN,  0, 12.0
1977, 05, 06,    NaN,  0, 12.0
1977, 05, 07, 335.61,  7, 12.0
1977, 05, 08, 336.08,  8, 12.0
1977, 05, 09, 336.98,  2, 12.0
1977, 05, 10, 336.97, 16, 12.0
1977, 05, 11, 336.26,  9, 12.0
1977, 05, 12, 335.96, 17, 12.0
1977, 05, 13, 337.03,  5, 12.0
1977, 05, 14, 336.94, 16, 12.0
1977, 05, 15, 336.62,  8, 12.0
1977, 05, 16, 336.50, 17, 12.0
1977, 05, 17,    NaN,  0, 12.0
1977, 05, 18,    NaN,  0, 12.0
1977, 05, 19,    NaN,  0, 12.0
1977, 05, 20,    NaN,  0, 12.0
1977, 05, 21,    NaN,  0, 12.0
1977, 05, 22,    NaN,  0, 12.0
1977, 05, 23,    NaN,  0, 12.0
1977, 05, 24, 337.13,  7, 12.0
1977, 05, 25, 336.94, 18, 12.0
1977, 05, 26, 336.76, 21, 12.0
1977, 05, 27, 336.56,  9, 12.0
1977, 05, 28, 336.78, 12, 12.0
1977, 05, 29, 336.70, 20, 12.0
1977, 05, 30, 336.68, 22, 12.0
1977, 05, 31, 336.86, 20, 12.0
1977, 06, 01, 337.25, 17, 12.0
1977, 06, 02, 336.64, 18, 12.0
1977, 06, 03, 336.50, 17, 12.0
1977, 06, 04, 336.64, 12, 12.0
1977, 06, 05,    NaN,  0, 12.0
1977, 06, 06, 336.13,  7, 12.0
1977, 06, 07, 335.99,  7, 12.0
1977, 06, 08,    NaN,  0, 12.0
1977, 06, 09,    NaN,  0, 12.0
1977, 06, 10,    NaN,  0, 12.0
1977, 06, 11,    NaN,  0, 12.0
1977, 06, 12,    NaN,  0, 12.0
1977, 06, 13, 336.48, 13, 12.0
1977, 06, 14, 336.48,  7, 12.0
1977, 06, 15,    NaN,  0, 12.0
1977, 06, 16,    NaN,  0, 12.0
1977, 06, 17,    NaN,  0, 12.0
1977, 06, 18, 335.53, 10, 12.0
1977, 06, 19, 335.91, 14, 12.0
1977, 06, 20,    NaN,  0, 12.0
1977, 06, 21, 336.87,  9, 12.0
1977, 06, 22, 337.02,  5, 12.0
1977, 06, 23, 336.80, 20, 12.0
1977, 06, 24, 336.30, 12, 12.0
1977, 06, 25, 335.60, 14, 12.0
1977, 06, 26, 335.51, 12, 12.0
1977, 06, 27,    NaN,  0, 12.0
1977, 06, 28, 335.59, 14, 12.0
1977, 06, 29, 335.66,  3, 12.0
1977, 06, 30, 335.91,  9, 12.0
1977, 07, 01,    NaN,  0, 12.0
1977, 07, 02, 335.66,  9, 12.0
1977, 07, 03, 335.71, 20, 12.0
1977, 07, 04,    NaN,  0, 12.0
1977, 07, 05,    NaN,  0, 12.0
1977, 07, 06, 335.26,  7, 12.0
1977, 07, 07, 334.96, 10, 12.0
1977, 07, 08, 335.01, 10, 12.0
1977, 07, 09,    NaN,  0, 12.0
1977, 07, 10,    NaN,  0, 12.0
1977, 07, 11,    NaN,  0, 12.0
1977, 07, 12,    NaN,  0, 12.0
1977, 07, 13, 335.59, 10, 12.0
1977, 07, 14,    NaN,  0, 12.0
1977, 07, 15, 335.04,  3, 12.0
1977, 07, 16, 334.88, 14, 12.0
1977, 07, 17, 334.93,  7, 12.0
1977, 07, 18,    NaN,  0, 12.0
1977, 07, 19,    NaN,  0, 12.0
1977, 07, 20,    NaN,  0, 12.0
1977, 07, 21,    NaN,  0, 12.0
1977, 07, 22,    NaN,  0, 12.0
1977, 07, 23,    NaN,  0, 12.0
1977, 07, 24, 334.61, 12, 12.0
1977, 07, 25, 334.23,  9, 12.0
1977, 07, 26, 334.68,  7, 12.0
1977, 07, 27,    NaN,  0, 12.0
1977, 07, 28, 333.16,  5, 12.0
1977, 07, 29, 333.31,  5, 12.0
1977, 07, 30,    NaN,  0, 12.0
1977, 07, 31,    NaN,  0, 12.0
1977, 08, 01,    NaN,  0, 12.0
1977, 08, 02,    NaN,  0, 12.0
1977, 08, 03,    NaN,  0, 12.0
1977, 08, 04,    NaN,  0, 12.0
1977, 08, 05,    NaN,  0, 12.0
1977, 08, 06, 332.94, 19, 12.0
1977, 08, 07, 332.30,  7, 12.0
1977, 08, 08,    NaN,  0, 12.0
1977, 08, 09,    NaN,  0, 12.0
1977, 08, 10,    NaN,  0, 12.0
1977, 08, 11,    NaN,  0, 12.0
1977, 08, 12,    NaN,  0, 12.0
1977, 08, 13,    NaN,  0, 12.0
1977, 08, 14,    NaN,  0, 12.0
1977, 08, 15,    NaN,  0, 12.0
1977, 08, 16,    NaN,  0, 12.0
1977, 08, 17,    NaN,  0, 12.0
1977, 08, 18,    NaN,  0, 12.0
1977, 08, 19,    NaN,  0, 12.0
1977, 08, 20,    NaN,  0, 12.0
1977, 08, 21,    NaN,  0, 12.0
1977, 08, 22,    NaN,  0, 12.0
1977, 08, 23,    NaN,  0, 12.0
1977, 08, 24,    NaN,  0, 12.0
1977, 08, 25,    NaN,  0, 12.0
1977, 08, 26,    NaN,  0, 12.0
1977, 08, 27,    NaN,  0, 12.0
1977, 08, 28,    NaN,  0, 12.0
1977, 08, 29,    NaN,  0, 12.0
1977, 08, 30,    NaN,  0, 12.0
1977, 08, 31,    NaN,  0, 12.0
1977, 09, 01,    NaN,  0, 12.0
1977, 09, 02,    NaN,  0, 12.0
1977, 09, 03,    NaN,  0, 12.0
1977, 09, 04,    NaN,  0, 12.0
1977, 09, 05,    NaN,  0, 12.0
1977, 09, 06, 331.57,  2, 12.0
1977, 09, 07, 331.38,  6, 12.0
1977, 09, 08,    NaN,  0, 12.0
1977, 09, 09,    NaN,  0, 12.0
1977, 09, 10,    NaN,  0, 12.0
1977, 09, 11,    NaN,  0, 12.0
1977, 09, 12,    NaN,  0, 12.0
1977, 09, 13,    NaN,  0, 12.0
1977, 09, 14,    NaN,  0, 12.0
1977, 09, 15, 332.89,  7, 12.0
1977, 09, 16,    NaN,  0, 12.0
1977, 09, 17,    NaN,  0, 12.0
1977, 09, 18,    NaN,  0, 12.0
1977, 09, 19,    NaN,  0, 12.0
1977, 09, 20,    NaN,  0, 12.0
1977, 09, 21,    NaN,  0, 12.0
1977, 09, 22, 330.04,  5, 12.0
1977, 09, 23, 330.21,  2, 12.0
1977, 09, 24,    NaN,  0, 12.0
1977, 09, 25,    NaN,  0, 12.0
1977, 09, 26,    NaN,  0, 12.0
1977, 09, 27,    NaN,  0, 12.0
1977, 09, 28,    NaN,  0, 12.0
1977, 09, 29,    NaN,  0, 12.0
1977, 09, 30,    NaN,  0, 12.0
1977, 10, 01,    NaN,  0, 12.0
1977, 10, 02, 331.45,  4, 12.0
1977, 10, 03, 331.21,  3, 12.0
1977, 10, 04,    NaN,  0, 12.0
1977, 10, 05, 330.34,  4, 12.0
1977, 10, 06, 330.35,  9, 12.0
1977, 10, 07, 330.43,  8, 12.0
1977, 10, 08, 329.60,  7, 12.0
1977, 10, 09,    NaN,  0, 12.0
1977, 10, 10,    NaN,  0, 12.0
1977, 10, 11,    NaN,  0, 12.0
1977, 10, 12,    NaN,  0, 12.0
1977, 10, 13,    NaN,  0, 12.0
1977, 10, 14,    NaN,  0, 12.0
1977, 10, 15,    NaN,  0, 12.0
1977, 10, 16,    NaN,  0, 12.0
1977, 10, 17, 331.33,  8, 12.0
1977, 10, 18, 331.17,  6, 12.0
1977, 10, 19, 331.47,  9, 12.0
1977, 10, 20,    NaN,  0, 12.0
1977, 10, 21,    NaN,  0, 12.0
1977, 10, 22,    NaN,  0, 12.0
1977, 10, 23,    NaN,  0, 12.0
1977, 10, 24,    NaN,  0, 12.0
1977, 10, 25,    NaN,  0, 12.0
1977, 10, 26,    NaN,  0, 12.0
1977, 10, 27,    NaN,  0, 12.0
1977, 10, 28,    NaN,  0, 12.0
1977, 10, 29,    NaN,  0, 12.0
1977, 10, 30,    NaN,  0, 12.0
1977, 10, 31,    NaN,  0, 12.0
1977, 11, 01,    NaN,  0, 12.0
1977, 11, 02, 330.74,  7, 12.0
1977, 11, 03,    NaN,  0, 12.0
1977, 11, 04,    NaN,  0, 12.0
1977, 11, 05, 331.69,  7, 12.0
1977, 11, 06,    NaN,  0, 12.0
1977, 11, 07,    NaN,  0, 12.0
1977, 11, 08,    NaN,  0, 12.0
1977, 11, 09,    NaN,  0, 12.0
1977, 11, 10, 330.87,  7, 12.0
1977, 11, 11,    NaN,  0, 12.0
1977, 11, 12,    NaN,  0, 12.0
1977, 11, 13,    NaN,  0, 12.0
1977, 11, 14,    NaN,  0, 12.0
1977, 11, 15,    NaN,  0, 12.0
1977, 11, 16,    NaN,  0, 12.0
1977, 11, 17,    NaN,  0, 12.0
1977, 11, 18,    NaN,  0, 12.0
1977, 11, 19,    NaN,  0, 12.0
1977, 11, 20,    NaN,  0, 12.0
1977, 11, 21,    NaN,  0, 12.0
1977, 11, 22,    NaN,  0, 12.0
1977, 11, 23,    NaN,  0, 12.0
1977, 11, 24,    NaN,  0, 12.0
1977, 11, 25, 332.82, 10, 12.0
1977, 11, 26, 332.78, 22, 12.0
1977, 11, 27, 332.93, 16, 12.0
1977, 11, 28, 332.86,  9, 12.0
1977, 11, 29, 332.98, 19, 12.0
1977, 11, 30, 332.60,  9, 12.0
1977, 12, 01, 332.73, 10, 12.0
1977, 12, 02,    NaN,  0, 12.0
1977, 12, 03, 333.24,  8, 12.0
1977, 12, 04,    NaN,  0, 12.0
1977, 12, 05,    NaN,  0, 12.0
1977, 12, 06, 333.50, 11, 12.0
1977, 12, 07, 332.81,  7, 12.0
1977, 12, 08, 333.47, 14, 12.0
1977, 12, 09, 333.78,  8, 12.0
1977, 12, 10, 333.99, 10, 12.0
1977, 12, 11, 333.84,  3, 12.0
1977, 12, 12,    NaN,  0, 12.0
1977, 12, 13,    NaN,  0, 12.0
1977, 12, 14, 333.40, 22, 12.0
1977, 12, 15, 333.91, 19, 12.0
1977, 12, 16, 333.86, 14, 12.0
1977, 12, 17, 333.56,  3, 12.0
1977, 12, 18,    NaN,  0, 12.0
1977, 12, 19,    NaN,  0, 12.0
1977, 12, 20, 334.15,  8, 12.0
1977, 12, 21, 334.16, 16, 12.0
1977, 12, 22, 334.03, 21, 12.0
1977, 12, 23, 334.80, 17, 12.0
1977, 12, 24, 334.49, 12, 12.0
1977, 12, 25, 334.00, 18, 12.0
1977, 12, 26, 334.14,  9, 12.0
1977, 12, 27,    NaN,  0, 12.0
1977, 12, 28, 334.71,  2, 12.0
1977, 12, 29, 334.86, 19, 12.0
1977, 12, 30, 334.17,  9, 12.0
1977, 12, 31, 334.35,  9, 12.0
1978, 01, 01, 334.39, 12, 12.0
1978, 01, 02, 335.58,  4, 12.0
1978, 01, 03, 335.39, 12, 12.0
1978, 01, 04, 335.22,  8, 12.0
1978, 01, 05, 334.31, 16, 12.0
1978, 01, 06, 334.20,  6, 12.0
1978, 01, 07, 334.10, 22, 12.0
1978, 01, 08, 333.65, 13, 12.0
1978, 01, 09, 334.17, 10, 12.0
1978, 01, 10, 334.09, 18, 12.0
1978, 01, 11, 334.81, 17, 12.0
1978, 01, 12, 334.56, 21, 12.0
1978, 01, 13,    NaN,  0, 12.0
1978, 01, 14,    NaN,  0, 12.0
1978, 01, 15, 334.57,  6, 12.0
1978, 01, 16, 334.60, 16, 12.0
1978, 01, 17, 335.06, 15, 12.0
1978, 01, 18, 335.98, 12, 12.0
1978, 01, 19, 334.78,  6, 12.0
1978, 01, 20, 334.85, 10, 12.0
1978, 01, 21,    NaN,  0, 12.0
1978, 01, 22, 336.06, 11, 12.0
1978, 01, 23, 334.48,  7, 12.0
1978, 01, 24,    NaN,  0, 12.0
1978, 01, 25,    NaN,  0, 12.0
1978, 01, 26, 334.66,  7, 12.0
1978, 01, 27, 336.50,  6, 12.0
1978, 01, 28, 336.63,  9, 12.0
1978, 01, 29, 334.49,  1, 12.0
1978, 01, 30, 334.96, 12, 12.0
1978, 01, 31, 335.78,  2, 12.0
1978, 02, 01, 335.53,  9, 12.0
1978, 02, 02, 335.44, 20, 12.0
1978, 02, 03, 335.60, 19, 12.0
1978, 02, 04, 335.39, 21, 12.0
1978, 02, 05, 334.52, 15, 12.0
1978, 02, 06, 334.35, 15, 12.0
1978, 02, 07, 334.57,  9, 12.0
1978, 02, 08, 334.65,  8, 12.0
1978, 02, 09, 334.92,  2, 12.0
1978, 02, 10,    NaN,  0, 12.0
1978, 02, 11, 335.33,  2, 12.0
1978, 02, 12, 335.24, 15, 12.0
1978, 02, 13,    NaN,  0, 12.0
1978, 02, 14, 335.08, 19, 12.0
1978, 02, 15, 335.78,  5, 12.0
1978, 02, 16, 335.81, 20, 12.0
1978, 02, 17, 336.15, 10, 12.0
1978, 02, 18,    NaN,  0, 12.0
1978, 02, 19, 334.96,  1, 12.0
1978, 02, 20, 335.19, 10, 12.0
1978, 02, 21, 334.97,  6, 12.0
1978, 02, 22, 335.32, 18, 12.0
1978, 02, 23, 336.01, 21, 12.0
1978, 02, 24, 335.89,  9, 12.0
1978, 02, 25, 335.98, 10, 12.0
1978, 02, 26, 335.21, 16, 12.0
1978, 02, 27, 336.08, 21, 12.0
1978, 02, 28, 335.26, 24, 12.0
1978, 03, 01, 335.51, 17, 12.0
1978, 03, 02, 336.98, 20, 12.0
1978, 03, 03, 337.02, 24, 12.0
1978, 03, 04, 336.34, 13, 12.0
1978, 03, 05, 336.38, 20, 12.0
1978, 03, 06, 336.54, 15, 12.0
1978, 03, 07, 335.72,  7, 12.0
1978, 03, 08, 335.66, 15, 12.0
1978, 03, 09, 336.01, 21, 12.0
1978, 03, 10, 336.24, 16, 12.0
1978, 03, 11, 336.19, 20, 12.0
1978, 03, 12, 336.18, 20, 12.0
1978, 03, 13, 336.31, 13, 12.0
1978, 03, 14, 336.81,  6, 12.0
1978, 03, 15,    NaN,  0, 12.0
1978, 03, 16, 337.15,  8, 12.0
1978, 03, 17, 337.61,  8, 12.0
1978, 03, 18,    NaN,  0, 12.0
1978, 03, 19, 336.59, 10, 12.0
1978, 03, 20, 336.69,  4, 12.0
1978, 03, 21, 337.27,  7, 12.0
1978, 03, 22, 337.00,  2, 12.0
1978, 03, 23, 336.88, 20, 12.0
1978, 03, 24, 337.25, 12, 12.0
1978, 03, 25, 337.86,  4, 12.0
1978, 03, 26, 337.84, 22, 12.0
1978, 03, 27, 337.92, 14, 12.0
1978, 03, 28, 337.54, 10, 12.0
1978, 03, 29, 336.23,  9, 12.0
1978, 03, 30, 336.94, 11, 12.0
1978, 03, 31, 337.94, 20, 12.0
1978, 04, 01,    NaN,  0, 12.0
1978, 04, 02, 337.18,  8, 12.0
1978, 04, 03, 336.37,  2, 12.0
1978, 04, 04, 336.84, 12, 12.0
1978, 04, 05, 337.43, 10, 12.0
1978, 04, 06, 338.01,  8, 12.0
1978, 04, 07,    NaN,  0, 12.0
1978, 04, 08,    NaN,  0, 12.0
1978, 04, 09, 338.50, 11, 12.0
1978, 04, 10, 337.66,  8, 12.0
1978, 04, 11,    NaN,  0, 12.0
1978, 04, 12, 337.89, 15, 12.0
1978, 04, 13, 337.99, 17, 12.0
1978, 04, 14, 337.72, 21, 12.0
1978, 04, 15, 337.92, 13, 12.0
1978, 04, 16, 338.08, 20, 12.0
1978, 04, 17, 337.98, 12, 12.0
1978, 04, 18, 338.25,  9, 12.0
1978, 04, 19, 337.16,  7, 12.0
1978, 04, 20, 336.92, 14, 12.0
1978, 04, 21, 337.61, 22, 12.0
1978, 04, 22, 338.17, 23, 12.0
1978, 04, 23, 337.57,  9, 12.0
1978, 04, 24,    NaN,  0, 12.0
1978, 04, 25,    NaN,  0, 12.0
1978, 04, 26, 337.55, 15, 12.0
1978, 04, 27, 337.81, 20, 12.0
1978, 04, 28, 337.74, 11, 12.0
1978, 04, 29, 338.57, 16, 12.0
1978, 04, 30, 338.31, 14, 12.0
1978, 05, 01, 338.36, 10, 12.0
1978, 05, 02, 338.45, 14, 12.0
1978, 05, 03, 338.37,  6, 12.0
1978, 05, 04, 337.85, 13, 12.0
1978, 05, 05, 338.31, 14, 12.0
1978, 05, 06,    NaN,  0, 12.0
1978, 05, 07,    NaN,  0, 12.0
1978, 05, 08, 337.77, 11, 12.0
1978, 05, 09, 337.81, 23, 12.0
1978, 05, 10, 337.65, 11, 12.0
1978, 05, 11, 338.13,  7, 12.0
1978, 05, 12, 338.69,  8, 12.0
1978, 05, 13, 338.44, 13, 12.0
1978, 05, 14, 338.04, 12, 12.0
1978, 05, 15, 338.15, 18, 12.0
1978, 05, 16, 338.70,  3, 12.0
1978, 05, 17, 338.54, 10, 12.0
1978, 05, 18, 337.44, 21, 12.0
1978, 05, 19, 337.46, 23, 12.0
1978, 05, 20, 337.67, 13, 12.0
1978, 05, 21, 337.96, 11, 12.0
1978, 05, 22, 338.11,  6, 12.0
1978, 05, 23,    NaN,  0, 12.0
1978, 05, 24, 337.70, 12, 12.0
1978, 05, 25, 336.94,  6, 12.0
1978, 05, 26, 337.53,  3, 12.0
1978, 05, 27, 337.56, 17, 12.0
1978, 05, 28, 338.42, 15, 12.0
1978, 05, 29, 338.59,  9, 12.0
1978, 05, 30,    NaN,  0, 12.0
1978, 05, 31, 338.49,  8, 12.0
1978, 06, 01,    NaN,  0, 12.0
1978, 06, 02,    NaN,  0, 12.0
1978, 06, 03,    NaN,  0, 12.0
1978, 06, 04,    NaN,  0, 12.0
1978, 06, 05,    NaN,  0, 12.0
1978, 06, 06,    NaN,  0, 12.0
1978, 06, 07,    NaN,  0, 12.0
1978, 06, 08,    NaN,  0, 12.0
1978, 06, 09,    NaN,  0, 12.0
1978, 06, 10,    NaN,  0, 12.0
1978, 06, 11,    NaN,  0, 12.0
1978, 06, 12, 337.46,  6, 12.0
1978, 06, 13, 338.23, 10, 12.0
1978, 06, 14, 338.24, 10, 12.0
1978, 06, 15, 337.75,  6, 12.0
1978, 06, 16, 337.87, 19, 12.0
1978, 06, 17, 337.57,  8, 12.0
1978, 06, 18,    NaN,  0, 12.0
1978, 06, 19,    NaN,  0, 12.0
1978, 06, 20,    NaN,  0, 12.0
1978, 06, 21,    NaN,  0, 12.0
1978, 06, 22,    NaN,  0, 12.0
1978, 06, 23, 337.30, 10, 12.0
1978, 06, 24, 336.99, 12, 12.0
1978, 06, 25,    NaN,  0, 12.0
1978, 06, 26, 337.31,  5, 12.0
1978, 06, 27, 337.28,  6, 12.0
1978, 06, 28,    NaN,  0, 12.0
1978, 06, 29,    NaN,  0, 12.0
1978, 06, 30,    NaN,  0, 12.0
1978, 07, 01,    NaN,  0, 12.0
1978, 07, 02,    NaN,  0, 12.0
1978, 07, 03,    NaN,  0, 12.0
1978, 07, 04,    NaN,  0, 12.0
1978, 07, 05,    NaN,  0, 12.0
1978, 07, 06, 336.15,  7, 12.0
1978, 07, 07,    NaN,  0, 12.0
1978, 07, 08,    NaN,  0, 12.0
1978, 07, 09, 336.77, 11, 12.0
1978, 07, 10, 337.11,  5, 12.0
1978, 07, 11, 336.84, 12, 12.0
1978, 07, 12, 336.70,  3, 12.0
1978, 07, 13, 336.06, 10, 12.0
1978, 07, 14, 336.70, 13, 12.0
1978, 07, 15, 336.46, 11, 12.0
1978, 07, 16, 336.83,  7, 12.0
1978, 07, 17, 336.38,  5, 12.0
1978, 07, 18, 336.03, 15, 12.0
1978, 07, 19, 335.63,  8, 12.0
1978, 07, 20, 335.93,  8, 12.0
1978, 07, 21, 336.01, 10, 12.0
1978, 07, 22, 336.21,  9, 12.0
1978, 07, 23, 335.93,  4, 12.0
1978, 07, 24, 335.99,  4, 12.0
1978, 07, 25, 335.30,  3, 12.0
1978, 07, 26, 335.60, 10, 12.0
1978, 07, 27, 335.59, 24, 12.0
1978, 07, 28, 335.29,  1, 12.0
1978, 07, 29,    NaN,  0, 12.0
1978, 07, 30,    NaN,  0, 12.0
1978, 07, 31,    NaN,  0, 12.0
1978, 08, 01, 335.47,  7, 12.0
1978, 08, 02,    NaN,  0, 12.0
1978, 08, 03,    NaN,  0, 12.0
1978, 08, 04, 335.15,  2, 12.0
1978, 08, 05, 335.08, 17, 12.0
1978, 08, 06, 335.30, 10, 12.0
1978, 08, 07, 334.59, 14, 12.0
1978, 08, 08, 334.56,  9, 12.0
1978, 08, 09, 334.79,  9, 12.0
1978, 08, 10, 334.51, 12, 12.0
1978, 08, 11, 334.67, 11, 12.0
1978, 08, 12, 334.96,  9, 12.0
1978, 08, 13, 335.13, 11, 12.0
1978, 08, 14, 334.63, 12, 12.0
1978, 08, 15, 334.73,  8, 12.0
1978, 08, 16,    NaN,  0, 12.0
1978, 08, 17,    NaN,  0, 12.0
1978, 08, 18,    NaN,  0, 12.0
1978, 08, 19,    NaN,  0, 12.0
1978, 08, 20,    NaN,  0, 12.0
1978, 08, 21,    NaN,  0, 12.0
1978, 08, 22,    NaN,  0, 12.0
1978, 08, 23,    NaN,  0, 12.0
1978, 08, 24,    NaN,  0, 12.0
1978, 08, 25,    NaN,  0, 12.0
1978, 08, 26, 334.26,  6, 12.0
1978, 08, 27,    NaN,  0, 12.0
1978, 08, 28,    NaN,  0, 12.0
1978, 08, 29, 333.89,  1, 12.0
1978, 08, 30, 333.82, 10, 12.0
1978, 08, 31, 333.97, 18, 12.0
1978, 09, 01,    NaN,  0, 12.0
1978, 09, 02,    NaN,  0, 12.0
1978, 09, 03,    NaN,  0, 12.0
1978, 09, 04,    NaN,  0, 12.0
1978, 09, 05,    NaN,  0, 12.0
1978, 09, 06,    NaN,  0, 12.0
1978, 09, 07,    NaN,  0, 12.0
1978, 09, 08, 333.29,  5, 12.0
1978, 09, 09, 333.46,  8, 12.0
1978, 09, 10,    NaN,  0, 12.0
1978, 09, 11,    NaN,  0, 12.0
1978, 09, 12, 331.54, 14, 12.0
1978, 09, 13, 331.69,  4, 12.0
1978, 09, 14,    NaN,  0, 12.0
1978, 09, 15, 332.50, 13, 12.0
1978, 09, 16, 332.51, 17, 12.0
1978, 09, 17,    NaN,  0, 12.0
1978, 09, 18, 331.24,  1, 12.0
1978, 09, 19, 331.77, 10, 12.0
1978, 09, 20, 332.17,  5, 12.0
1978, 09, 21,    NaN,  0, 12.0
1978, 09, 22, 332.26,  1, 12.0
1978, 09, 23, 332.14, 10, 12.0
1978, 09, 24, 332.71,  7, 12.0
1978, 09, 25,    NaN,  0, 12.0
1978, 09, 26, 332.30,  3, 12.0
1978, 09, 27, 332.44,  4, 12.0
1978, 09, 28, 333.27,  3, 12.0
1978, 09, 29, 333.29, 14, 12.0
1978, 09, 30,    NaN,  0, 12.0
1978, 10, 01, 332.57, 14, 12.0
1978, 10, 02, 332.52,  1, 12.0
1978, 10, 03,    NaN,  0, 12.0
1978, 10, 04,    NaN,  0, 12.0
1978, 10, 05, 332.07,  6, 12.0
1978, 10, 06, 332.13,  8, 12.0
1978, 10, 07,    NaN,  0, 12.0
1978, 10, 08, 331.93,  7, 12.0
1978, 10, 09, 331.96,  8, 12.0
1978, 10, 10, 332.05,  3, 12.0
1978, 10, 11,    NaN,  0, 12.0
1978, 10, 12,    NaN,  0, 12.0
1978, 10, 13,    NaN,  0, 12.0
1978, 10, 14,    NaN,  0, 12.0
1978, 10, 15,    NaN,  0, 12.0
1978, 10, 16,    NaN,  0, 12.0
1978, 10, 17,    NaN,  0, 12.0
1978, 10, 18,    NaN,  0, 12.0
1978, 10, 19, 332.76, 12, 12.0
1978, 10, 20, 333.15, 20, 12.0
1978, 10, 21,    NaN,  0, 12.0
1978, 10, 22, 332.83, 12, 12.0
1978, 10, 23, 333.26,  8, 12.0
1978, 10, 24, 332.65,  8, 12.0
1978, 10, 25,    NaN,  0, 12.0
1978, 10, 26,    NaN,  0, 12.0
1978, 10, 27, 332.39,  6, 12.0
1978, 10, 28,    NaN,  0, 12.0
1978, 10, 29,    NaN,  0, 12.0
1978, 10, 30,    NaN,  0, 12.0
1978, 10, 31,    NaN,  0, 12.0
1978, 11, 01,    NaN,  0, 12.0
1978, 11, 02, 333.19,  8, 12.0
1978, 11, 03, 333.42, 13, 12.0
1978, 11, 04, 333.48, 21, 12.0
1978, 11, 05, 333.90, 13, 12.0
1978, 11, 06, 333.72, 22, 12.0
1978, 11, 07, 333.51, 13, 12.0
1978, 11, 08, 333.73,  5, 12.0
1978, 11, 09, 333.75,  4, 12.0
1978, 11, 10,    NaN,  0, 12.0
1978, 11, 11, 333.40,  1, 12.0
1978, 11, 12, 333.59,  7, 12.0
1978, 11, 13,    NaN,  0, 12.0
1978, 11, 14, 333.93,  9, 12.0
1978, 11, 15,    NaN,  0, 12.0
1978, 11, 16, 333.44,  2, 12.0
1978, 11, 17, 333.39,  9, 12.0
1978, 11, 18, 334.14, 15, 12.0
1978, 11, 19, 334.45,  5, 12.0
1978, 11, 20, 334.42,  8, 12.0
1978, 11, 21, 334.41,  6, 12.0
1978, 11, 22, 334.19,  8, 12.0
1978, 11, 23, 333.99,  5, 12.0
1978, 11, 24, 333.98, 17, 12.0
1978, 11, 25, 334.54, 15, 12.0
1978, 11, 26, 334.33, 12, 12.0
1978, 11, 27, 334.18,  2, 12.0
1978, 11, 28,    NaN,  0, 12.0
1978, 11, 29,    NaN,  0, 12.0
1978, 11, 30,    NaN,  0, 12.0
1978, 12, 01,    NaN,  0, 12.0
1978, 12, 02,    NaN,  0, 12.0
1978, 12, 03,    NaN,  0, 12.0
1978, 12, 04, 334.47, 11, 12.0
1978, 12, 05, 334.60,  5, 12.0
1978, 12, 06, 334.80,  3, 12.0
1978, 12, 07, 334.50,  6, 12.0
1978, 12, 08, 334.64,  2, 12.0
1978, 12, 09, 335.07,  7, 12.0
1978, 12, 10, 334.60, 16, 12.0
1978, 12, 11, 334.58,  7, 12.0
1978, 12, 12, 335.01, 15, 12.0
1978, 12, 13, 335.31, 12, 12.0
1978, 12, 14, 335.23, 22, 12.0
1978, 12, 15, 335.13, 16, 12.0
1978, 12, 16, 334.99, 22, 12.0
1978, 12, 17, 334.99, 21, 12.0
1978, 12, 18, 335.06,  4, 12.0
1978, 12, 19, 335.19, 11, 12.0
1978, 12, 20, 335.61,  9, 12.0
1978, 12, 21, 335.31, 13, 12.0
1978, 12, 22, 335.96, 14, 12.0
1978, 12, 23, 334.82,  6, 12.0
1978, 12, 24, 334.97, 21, 12.0
1978, 12, 25, 335.06, 22, 12.0
1978, 12, 26, 335.27, 15, 12.0
1978, 12, 27, 335.50, 16, 12.0
1978, 12, 28, 335.02,  9, 12.0
1978, 12, 29, 335.18, 17, 12.0
1978, 12, 30, 335.10, 15, 12.0
1978, 12, 31, 335.66, 22, 12.0
