% Daily baseline values on the 12 scale
% Created 11-May-2023 12:02:58
%
% The CO2 data here are daily baseline averages.  The file contains all
% valid readings, with missing values denoted by NaN.  The data used to
% calculate the daily averages have been screened to eliminate local
% influences, such as the impacts of downslope vegetation or volcanic
% fumaroles, on the record.
%
% We provide these data primarily for the users interested in subweekly or
% finer-scale variability. For users interested primarily in longer-term
% variability, we recommend using standard weekly or monthly products which
% are more authoritative on these longer time scales.  The standard weekly
% and monthly products are located at:
%
% http://scrippsco2.ucsd.edu/data/atmospheric_co2/
%
% Further details on these this high resolution dataset can be found in the
% technical report:
%
% Walker, S. J., R. F. Keeling and S. C. Piper
% (2016). Reconstruction of the Mauna Loa Carbon Dioxide Record using
% High Frequency APC Data from 1958 through 2004. La Jolla, California,
% Scripps Institution of Oceanography: 1-17.
%
%
% Yr    - Year
% Mn    - Month
% Dy    - Day
% CO2   - CO2 baseline value
% NB    - Number of hourly averages in the baseline
% scale - Calibration scale code
%
% Yr, Mn, Dy,    CO2, NB, scale
2010, 06, 22, 391.79, 10, 12.0
2010, 06, 23, 391.51, 14, 12.0
2010, 06, 24, 391.66, 11, 12.0
2010, 06, 25, 391.50,  2, 12.0
2010, 06, 26, 391.41,  3, 12.0
2010, 06, 27,    NaN,  0, 12.0
2010, 06, 28, 391.34,  5, 12.0
2010, 06, 29,    NaN,  0, 12.0
2010, 06, 30, 390.69, 18, 12.0
2010, 07, 01, 390.71,  9, 12.0
2010, 07, 02, 391.63,  9, 12.0
2010, 07, 03, 391.32, 12, 12.0
2010, 07, 04, 391.31,  9, 12.0
2010, 07, 05, 390.86, 14, 12.0
2010, 07, 06, 390.68,  9, 12.0
2010, 07, 07, 389.50,  5, 12.0
2010, 07, 08, 389.66,  2, 12.0
2010, 07, 09, 391.04, 14, 12.0
2010, 07, 10, 390.70, 11, 12.0
2010, 07, 11,    NaN,  0, 12.0
2010, 07, 12, 390.19, 14, 12.0
2010, 07, 13,    NaN,  0, 12.0
2010, 07, 14, 389.58,  1, 12.0
2010, 07, 15, 389.61,  4, 12.0
2010, 07, 16, 390.58,  8, 12.0
2010, 07, 17,    NaN,  0, 12.0
2010, 07, 18,    NaN,  0, 12.0
2010, 07, 19,    NaN,  0, 12.0
2010, 07, 20,    NaN,  0, 12.0
2010, 07, 21, 390.02, 17, 12.0
2010, 07, 22, 390.54,  6, 12.0
2010, 07, 23, 390.04, 11, 12.0
2010, 07, 24, 390.02, 17, 12.0
2010, 07, 25, 390.03, 17, 12.0
2010, 07, 26,    NaN,  0, 12.0
2010, 07, 27,    NaN,  0, 12.0
2010, 07, 28, 390.08,  6, 12.0
2010, 07, 29, 390.08,  8, 12.0
2010, 07, 30, 389.82, 12, 12.0
2010, 07, 31, 389.94, 21, 12.0
2010, 08, 01, 388.92, 18, 12.0
2010, 08, 02, 388.21,  8, 12.0
2010, 08, 03,    NaN,  0, 12.0
2010, 08, 04, 388.97,  6, 12.0
2010, 08, 05, 389.32, 11, 12.0
2010, 08, 06, 389.02,  9, 12.0
2010, 08, 07,    NaN,  0, 12.0
2010, 08, 08, 388.71, 10, 12.0
2010, 08, 09, 389.17, 20, 12.0
2010, 08, 10, 389.24, 10, 12.0
2010, 08, 11, 388.88, 21, 12.0
2010, 08, 12, 388.54, 21, 12.0
2010, 08, 13, 388.79, 14, 12.0
2010, 08, 14, 388.94, 11, 12.0
2010, 08, 15, 388.87,  1, 12.0
2010, 08, 16, 388.86,  9, 12.0
2010, 08, 17, 388.54,  3, 12.0
2010, 08, 18, 388.58,  9, 12.0
2010, 08, 19, 388.50, 21, 12.0
2010, 08, 20, 388.49, 21, 12.0
2010, 08, 21, 388.39,  5, 12.0
2010, 08, 22, 387.78, 13, 12.0
2010, 08, 23, 387.46,  8, 12.0
2010, 08, 24, 387.71,  2, 12.0
2010, 08, 25, 387.68,  8, 12.0
2010, 08, 26,    NaN,  0, 12.0
2010, 08, 27, 387.52,  2, 12.0
2010, 08, 28, 387.39, 18, 12.0
2010, 08, 29, 387.24, 10, 12.0
2010, 08, 30, 387.36,  5, 12.0
2010, 08, 31,    NaN,  0, 12.0
2010, 09, 01, 387.57,  7, 12.0
2010, 09, 02, 387.68, 11, 12.0
2010, 09, 03, 387.89, 10, 12.0
2010, 09, 04, 387.70, 11, 12.0
2010, 09, 05, 385.43,  2, 12.0
2010, 09, 06, 385.23,  7, 12.0
2010, 09, 07,    NaN,  0, 12.0
2010, 09, 08,    NaN,  0, 12.0
2010, 09, 09, 385.98,  5, 12.0
2010, 09, 10, 387.19,  1, 12.0
2010, 09, 11, 387.15, 13, 12.0
2010, 09, 12, 387.01,  7, 12.0
2010, 09, 13, 386.99,  3, 12.0
2010, 09, 14, 386.84, 12, 12.0
2010, 09, 15, 387.11, 13, 12.0
2010, 09, 16, 387.30, 18, 12.0
2010, 09, 17, 387.33, 21, 12.0
2010, 09, 18, 386.80, 22, 12.0
2010, 09, 19, 386.66, 20, 12.0
2010, 09, 20, 386.71, 21, 12.0
2010, 09, 21, 386.97,  8, 12.0
2010, 09, 22, 386.69, 13, 12.0
2010, 09, 23, 386.89,  6, 12.0
2010, 09, 24, 386.87, 13, 12.0
2010, 09, 25, 386.84, 16, 12.0
2010, 09, 26, 387.00, 14, 12.0
2010, 09, 27, 386.98, 10, 12.0
2010, 09, 28, 386.90, 13, 12.0
2010, 09, 29, 386.81, 15, 12.0
2010, 09, 30, 386.68, 17, 12.0
2010, 10, 01, 386.78, 14, 12.0
2010, 10, 02, 386.59, 13, 12.0
2010, 10, 03, 386.84, 22, 12.0
2010, 10, 04, 386.88, 16, 12.0
2010, 10, 05, 386.75, 17, 12.0
2010, 10, 06, 387.32,  4, 12.0
2010, 10, 07, 387.13, 15, 12.0
2010, 10, 08, 387.07, 14, 12.0
2010, 10, 09, 386.81, 21, 12.0
2010, 10, 10, 387.02,  7, 12.0
2010, 10, 11, 386.92, 18, 12.0
2010, 10, 12, 386.67,  9, 12.0
2010, 10, 13, 386.87, 20, 12.0
2010, 10, 14, 387.03, 14, 12.0
2010, 10, 15, 386.94,  9, 12.0
2010, 10, 16, 386.89, 12, 12.0
2010, 10, 17,    NaN,  0, 12.0
2010, 10, 18, 387.18, 19, 12.0
2010, 10, 19, 387.30,  6, 12.0
2010, 10, 20, 387.64, 12, 12.0
2010, 10, 21, 387.47,  6, 12.0
2010, 10, 22, 388.01,  9, 12.0
2010, 10, 23, 388.01, 22, 12.0
2010, 10, 24, 387.93, 21, 12.0
2010, 10, 25, 387.95, 21, 12.0
2010, 10, 26, 387.78, 14, 12.0
2010, 10, 27, 387.37,  5, 12.0
2010, 10, 28, 387.64, 13, 12.0
2010, 10, 29, 387.92,  8, 12.0
2010, 10, 30, 387.83, 13, 12.0
2010, 10, 31, 387.94, 16, 12.0
2010, 11, 01, 387.93, 15, 12.0
2010, 11, 02, 388.01, 19, 12.0
2010, 11, 03, 387.96, 14, 12.0
2010, 11, 04, 388.16, 18, 12.0
2010, 11, 05, 387.69,  9, 12.0
2010, 11, 06, 387.80,  3, 12.0
2010, 11, 07, 387.81, 21, 12.0
2010, 11, 08, 388.12, 21, 12.0
2010, 11, 09, 388.29, 15, 12.0
2010, 11, 10, 388.00,  9, 12.0
2010, 11, 11, 388.04, 19, 12.0
2010, 11, 12,    NaN,  0, 12.0
2010, 11, 13, 388.26,  8, 12.0
2010, 11, 14, 388.48,  3, 12.0
2010, 11, 15, 388.65, 22, 12.0
2010, 11, 16, 388.31, 13, 12.0
2010, 11, 17, 388.38, 20, 12.0
2010, 11, 18, 388.77, 21, 12.0
2010, 11, 19, 388.93, 16, 12.0
2010, 11, 20, 389.66, 17, 12.0
2010, 11, 21, 389.64, 22, 12.0
2010, 11, 22, 389.46, 15, 12.0
2010, 11, 23, 389.16, 13, 12.0
2010, 11, 24, 389.31, 13, 12.0
2010, 11, 25, 389.69,  2, 12.0
2010, 11, 26, 389.87, 20, 12.0
2010, 11, 27, 389.64, 22, 12.0
2010, 11, 28, 389.95,  8, 12.0
2010, 11, 29, 389.43, 11, 12.0
2010, 11, 30, 389.43,  6, 12.0
2010, 12, 01, 389.93, 20, 12.0
2010, 12, 02, 389.49, 17, 12.0
2010, 12, 03, 389.52,  1, 12.0
2010, 12, 04, 390.05, 14, 12.0
2010, 12, 05, 390.20, 17, 12.0
2010, 12, 06, 390.22, 18, 12.0
2010, 12, 07,    NaN,  0, 12.0
2010, 12, 08, 389.73, 20, 12.0
2010, 12, 09, 389.71,  8, 12.0
2010, 12, 10, 389.71, 20, 12.0
2010, 12, 11, 390.06, 11, 12.0
2010, 12, 12, 390.07, 10, 12.0
2010, 12, 13, 389.96, 19, 12.0
2010, 12, 14, 389.25, 15, 12.0
2010, 12, 15, 389.16, 18, 12.0
2010, 12, 16, 389.24, 14, 12.0
2010, 12, 17, 389.19, 21, 12.0
2010, 12, 18, 389.38, 15, 12.0
2010, 12, 19, 389.46,  4, 12.0
2010, 12, 20, 390.30, 18, 12.0
2010, 12, 21, 390.54, 15, 12.0
2010, 12, 22, 390.24, 16, 12.0
2010, 12, 23, 390.25, 19, 12.0
2010, 12, 24, 390.43, 14, 12.0
2010, 12, 25, 390.04, 16, 12.0
2010, 12, 26, 389.81,  5, 12.0
2010, 12, 27, 389.61, 21, 12.0
2010, 12, 28, 389.57, 15, 12.0
2010, 12, 29, 389.70, 21, 12.0
2010, 12, 30, 390.46, 21, 12.0
2010, 12, 31, 390.54, 21, 12.0
2011, 01, 01, 390.52, 22, 12.0
2011, 01, 02, 390.63, 14, 12.0
2011, 01, 03, 390.55, 19, 12.0
2011, 01, 04, 391.28, 14, 12.0
2011, 01, 05, 391.41,  9, 12.0
2011, 01, 06,    NaN,  0, 12.0
2011, 01, 07, 393.07, 13, 12.0
2011, 01, 08, 392.00, 16, 12.0
2011, 01, 09, 391.16, 15, 12.0
2011, 01, 10, 391.10,  9, 12.0
2011, 01, 11, 391.08, 16, 12.0
2011, 01, 12, 390.98, 13, 12.0
2011, 01, 13, 390.72, 19, 12.0
2011, 01, 14,    NaN,  0, 12.0
2011, 01, 15, 390.05, 18, 12.0
2011, 01, 16, 390.55, 11, 12.0
2011, 01, 17,    NaN,  0, 12.0
2011, 01, 18, 393.14,  5, 12.0
2011, 01, 19, 391.94, 14, 12.0
2011, 01, 20, 391.15, 18, 12.0
2011, 01, 21, 391.03, 16, 12.0
2011, 01, 22, 390.84, 21, 12.0
2011, 01, 23, 391.22, 22, 12.0
2011, 01, 24, 391.31, 21, 12.0
2011, 01, 25, 391.50, 12, 12.0
2011, 01, 26, 391.68,  8, 12.0
2011, 01, 27, 392.07,  6, 12.0
2011, 01, 28, 392.10, 19, 12.0
2011, 01, 29, 392.06, 19, 12.0
2011, 01, 30, 391.94,  3, 12.0
2011, 01, 31, 391.76,  5, 12.0
2011, 02, 01, 392.60,  6, 12.0
2011, 02, 02, 392.60,  7, 12.0
2011, 02, 03, 392.67, 10, 12.0
2011, 02, 04, 391.72, 14, 12.0
2011, 02, 05, 391.63, 14, 12.0
2011, 02, 06, 391.24, 18, 12.0
2011, 02, 07, 391.56, 11, 12.0
2011, 02, 08, 392.06, 16, 12.0
2011, 02, 09, 391.53, 14, 12.0
2011, 02, 10,    NaN,  0, 12.0
2011, 02, 11, 391.51, 18, 12.0
2011, 02, 12, 391.32, 16, 12.0
2011, 02, 13, 391.41, 18, 12.0
2011, 02, 14, 391.64,  7, 12.0
2011, 02, 15, 391.90,  9, 12.0
2011, 02, 16, 392.02, 15, 12.0
2011, 02, 17, 391.91,  3, 12.0
2011, 02, 18, 392.00,  8, 12.0
2011, 02, 19, 391.76, 15, 12.0
2011, 02, 20, 391.75,  6, 12.0
2011, 02, 21, 391.70, 18, 12.0
2011, 02, 22,    NaN,  0, 12.0
2011, 02, 23, 392.10,  9, 12.0
2011, 02, 24, 392.25, 13, 12.0
2011, 02, 25, 392.60,  6, 12.0
2011, 02, 26, 392.76,  9, 12.0
2011, 02, 27, 392.73,  6, 12.0
2011, 02, 28, 392.78,  9, 12.0
2011, 03, 01,    NaN,  0, 12.0
2011, 03, 02, 392.01,  9, 12.0
2011, 03, 03, 391.48, 20, 12.0
2011, 03, 04, 391.33, 20, 12.0
2011, 03, 05, 391.89,  7, 12.0
2011, 03, 06, 391.60, 14, 12.0
2011, 03, 07, 391.70, 11, 12.0
2011, 03, 08, 391.41, 10, 12.0
2011, 03, 09, 391.51, 21, 12.0
2011, 03, 10, 391.53, 18, 12.0
2011, 03, 11, 391.54,  5, 12.0
2011, 03, 12,    NaN,  0, 12.0
2011, 03, 13, 392.45,  9, 12.0
2011, 03, 14, 392.16, 18, 12.0
2011, 03, 15, 392.65,  9, 12.0
2011, 03, 16, 392.45, 18, 12.0
2011, 03, 17, 392.79, 20, 12.0
2011, 03, 18, 392.65, 14, 12.0
2011, 03, 19, 392.77, 16, 12.0
2011, 03, 20, 392.23, 22, 12.0
2011, 03, 21, 392.24,  7, 12.0
2011, 03, 22, 392.16,  7, 12.0
2011, 03, 23, 392.55, 19, 12.0
2011, 03, 24, 393.24, 16, 12.0
2011, 03, 25,    NaN,  0, 12.0
2011, 03, 26, 395.25,  9, 12.0
2011, 03, 27, 394.64, 15, 12.0
2011, 03, 28, 394.49,  9, 12.0
2011, 03, 29, 394.72,  2, 12.0
2011, 03, 30, 393.20,  6, 12.0
2011, 03, 31, 393.30,  1, 12.0
2011, 04, 01, 393.49,  6, 12.0
2011, 04, 02, 393.34, 15, 12.0
2011, 04, 03, 393.46, 16, 12.0
2011, 04, 04, 393.82,  8, 12.0
2011, 04, 05, 393.46,  3, 12.0
2011, 04, 06, 393.60, 11, 12.0
2011, 04, 07, 393.60,  9, 12.0
2011, 04, 08, 391.46,  5, 12.0
2011, 04, 09, 392.38, 17, 12.0
2011, 04, 10, 392.06, 19, 12.0
2011, 04, 11, 392.59, 11, 12.0
2011, 04, 12, 393.57,  8, 12.0
2011, 04, 13, 393.23, 15, 12.0
2011, 04, 14, 393.22,  8, 12.0
2011, 04, 15, 393.87,  7, 12.0
2011, 04, 16, 394.50,  5, 12.0
2011, 04, 17, 394.33,  7, 12.0
2011, 04, 18, 393.60,  1, 12.0
2011, 04, 19, 393.64,  4, 12.0
2011, 04, 20,    NaN,  0, 12.0
2011, 04, 21, 394.17,  4, 12.0
2011, 04, 22, 393.40, 15, 12.0
2011, 04, 23, 393.29,  6, 12.0
2011, 04, 24, 393.05, 10, 12.0
2011, 04, 25, 392.37,  2, 12.0
2011, 04, 26,    NaN,  0, 12.0
2011, 04, 27, 394.19,  4, 12.0
2011, 04, 28, 394.20,  4, 12.0
2011, 04, 29,    NaN,  0, 12.0
2011, 04, 30, 393.64,  6, 12.0
2011, 05, 01, 393.20, 13, 12.0
2011, 05, 02, 392.91, 10, 12.0
2011, 05, 03,    NaN,  0, 12.0
2011, 05, 04, 395.48, 12, 12.0
2011, 05, 05, 394.76,  7, 12.0
2011, 05, 06,    NaN,  0, 12.0
2011, 05, 07, 392.52,  6, 12.0
2011, 05, 08, 392.60,  9, 12.0
2011, 05, 09, 392.47, 12, 12.0
2011, 05, 10, 392.55,  2, 12.0
2011, 05, 11, 392.64, 12, 12.0
2011, 05, 12, 392.79, 14, 12.0
2011, 05, 13, 393.82, 11, 12.0
2011, 05, 14, 394.07, 21, 12.0
2011, 05, 15, 394.26,  6, 12.0
2011, 05, 16, 394.93, 16, 12.0
2011, 05, 17, 394.72,  8, 12.0
2011, 05, 18, 394.86,  4, 12.0
2011, 05, 19, 394.96, 17, 12.0
2011, 05, 20, 395.28, 20, 12.0
2011, 05, 21, 395.62, 11, 12.0
2011, 05, 22, 395.14, 14, 12.0
2011, 05, 23, 395.27, 10, 12.0
2011, 05, 24, 395.09,  8, 12.0
2011, 05, 25, 394.96, 17, 12.0
2011, 05, 26, 395.35, 16, 12.0
2011, 05, 27, 395.11, 10, 12.0
2011, 05, 28, 394.19,  3, 12.0
2011, 05, 29, 394.09, 21, 12.0
2011, 05, 30, 394.15, 15, 12.0
2011, 05, 31, 393.92,  7, 12.0
2011, 06, 01, 393.98, 11, 12.0
2011, 06, 02, 394.38, 20, 12.0
2011, 06, 03, 394.31, 15, 12.0
2011, 06, 04,    NaN,  0, 12.0
2011, 06, 05,    NaN,  0, 12.0
2011, 06, 06, 393.96,  4, 12.0
2011, 06, 07, 394.02,  5, 12.0
2011, 06, 08, 393.36, 18, 12.0
2011, 06, 09, 393.41, 21, 12.0
2011, 06, 10, 393.35, 20, 12.0
2011, 06, 11, 393.44, 19, 12.0
2011, 06, 12, 393.52,  5, 12.0
2011, 06, 13, 393.58,  9, 12.0
2011, 06, 14, 393.63, 11, 12.0
2011, 06, 15, 393.25, 12, 12.0
2011, 06, 16, 394.31, 12, 12.0
2011, 06, 17, 394.37, 21, 12.0
2011, 06, 18, 394.20, 15, 12.0
2011, 06, 19, 393.98, 11, 12.0
2011, 06, 20, 393.74, 10, 12.0
2011, 06, 21,    NaN,  0, 12.0
2011, 06, 22, 392.90,  5, 12.0
2011, 06, 23, 392.90, 20, 12.0
2011, 06, 24, 393.58,  8, 12.0
2011, 06, 25, 394.01, 14, 12.0
2011, 06, 26, 393.91, 14, 12.0
2011, 06, 27, 393.81,  7, 12.0
2011, 06, 28, 392.83,  1, 12.0
2011, 06, 29, 393.27, 11, 12.0
2011, 06, 30, 393.47,  8, 12.0
2011, 07, 01, 393.10, 18, 12.0
2011, 07, 02, 393.41, 22, 12.0
2011, 07, 03, 393.45, 21, 12.0
2011, 07, 04, 393.49, 17, 12.0
2011, 07, 05, 393.31, 11, 12.0
2011, 07, 06, 393.46, 18, 12.0
2011, 07, 07, 394.13, 17, 12.0
2011, 07, 08, 393.53, 20, 12.0
2011, 07, 09, 393.56, 14, 12.0
2011, 07, 10, 393.63,  9, 12.0
2011, 07, 11,    NaN,  0, 12.0
2011, 07, 12,    NaN,  0, 12.0
2011, 07, 13,    NaN,  0, 12.0
2011, 07, 14,    NaN,  0, 12.0
2011, 07, 15, 393.63, 19, 12.0
2011, 07, 16, 393.48, 10, 12.0
2011, 07, 17, 392.67,  7, 12.0
2011, 07, 18, 392.02,  6, 12.0
2011, 07, 19, 391.65,  9, 12.0
2011, 07, 20, 391.06,  4, 12.0
2011, 07, 21, 390.94,  6, 12.0
2011, 07, 22, 390.88, 10, 12.0
2011, 07, 23, 391.12,  4, 12.0
2011, 07, 24,    NaN,  0, 12.0
2011, 07, 25,    NaN,  0, 12.0
2011, 07, 26, 391.88, 15, 12.0
2011, 07, 27, 391.90, 12, 12.0
2011, 07, 28, 392.18, 11, 12.0
2011, 07, 29, 391.71,  7, 12.0
2011, 07, 30, 392.32,  7, 12.0
2011, 07, 31, 391.89,  9, 12.0
2011, 08, 01, 391.67, 14, 12.0
2011, 08, 02, 391.07, 11, 12.0
2011, 08, 03, 391.12,  4, 12.0
2011, 08, 04, 390.91,  7, 12.0
2011, 08, 05, 390.84,  7, 12.0
2011, 08, 06,    NaN,  0, 12.0
2011, 08, 07,    NaN,  0, 12.0
2011, 08, 08, 390.69, 15, 12.0
2011, 08, 09, 390.45,  2, 12.0
2011, 08, 10, 390.71,  5, 12.0
2011, 08, 11, 390.59,  8, 12.0
2011, 08, 12,    NaN,  0, 12.0
2011, 08, 13,    NaN,  0, 12.0
2011, 08, 14,    NaN,  0, 12.0
2011, 08, 15, 390.22, 14, 12.0
2011, 08, 16, 390.78, 11, 12.0
2011, 08, 17, 390.31, 13, 12.0
2011, 08, 18, 389.38,  5, 12.0
2011, 08, 19, 389.83,  6, 12.0
2011, 08, 20, 390.30, 16, 12.0
2011, 08, 21, 389.97,  4, 12.0
2011, 08, 22, 389.64,  6, 12.0
2011, 08, 23, 389.62,  9, 12.0
2011, 08, 24, 389.66, 11, 12.0
2011, 08, 25, 389.37, 21, 12.0
2011, 08, 26, 389.27, 10, 12.0
2011, 08, 27,    NaN,  0, 12.0
2011, 08, 28, 389.48,  8, 12.0
2011, 08, 29,    NaN,  0, 12.0
2011, 08, 30,    NaN,  0, 12.0
2011, 08, 31,    NaN,  0, 12.0
2011, 09, 01, 389.72, 19, 12.0
2011, 09, 02, 389.65,  9, 12.0
2011, 09, 03, 389.68,  5, 12.0
2011, 09, 04, 389.21, 11, 12.0
2011, 09, 05, 388.28,  5, 12.0
2011, 09, 06, 389.11,  5, 12.0
2011, 09, 07, 389.03,  8, 12.0
2011, 09, 08,    NaN,  0, 12.0
2011, 09, 09,    NaN,  0, 12.0
2011, 09, 10, 389.46,  7, 12.0
2011, 09, 11, 389.03,  2, 12.0
2011, 09, 12, 389.25,  9, 12.0
2011, 09, 13, 389.31,  5, 12.0
2011, 09, 14, 389.08, 16, 12.0
2011, 09, 15, 388.96, 19, 12.0
2011, 09, 16, 389.00,  9, 12.0
2011, 09, 17, 389.45,  9, 12.0
2011, 09, 18, 389.30, 22, 12.0
2011, 09, 19, 389.37, 19, 12.0
2011, 09, 20, 389.15, 12, 12.0
2011, 09, 21, 389.32,  3, 12.0
2011, 09, 22, 389.24,  6, 12.0
2011, 09, 23, 388.90,  8, 12.0
2011, 09, 24, 388.71,  4, 12.0
2011, 09, 25, 388.60, 10, 12.0
2011, 09, 26, 388.64, 17, 12.0
2011, 09, 27, 388.90,  1, 12.0
2011, 09, 28,    NaN,  0, 12.0
2011, 09, 29, 388.92,  9, 12.0
2011, 09, 30, 388.97,  8, 12.0
2011, 10, 01, 389.01, 16, 12.0
2011, 10, 02, 389.01, 17, 12.0
2011, 10, 03, 388.84, 21, 12.0
2011, 10, 04, 388.94, 13, 12.0
2011, 10, 05, 388.75, 19, 12.0
2011, 10, 06, 388.69, 21, 12.0
2011, 10, 07, 388.76, 22, 12.0
2011, 10, 08, 388.77, 14, 12.0
2011, 10, 09, 388.78, 22, 12.0
2011, 10, 10, 388.97, 16, 12.0
2011, 10, 11, 388.72, 13, 12.0
2011, 10, 12, 388.49,  4, 12.0
2011, 10, 13, 388.72, 15, 12.0
2011, 10, 14, 389.02, 20, 12.0
2011, 10, 15, 389.16, 10, 12.0
2011, 10, 16, 389.04, 13, 12.0
2011, 10, 17, 389.01, 15, 12.0
2011, 10, 18, 389.29, 19, 12.0
2011, 10, 19, 389.09,  9, 12.0
2011, 10, 20, 389.04,  8, 12.0
2011, 10, 21, 389.02, 11, 12.0
2011, 10, 22, 389.33,  9, 12.0
2011, 10, 23, 389.42,  9, 12.0
2011, 10, 24, 389.10, 13, 12.0
2011, 10, 25, 389.03, 14, 12.0
2011, 10, 26, 389.38, 15, 12.0
2011, 10, 27, 389.21, 19, 12.0
2011, 10, 28, 389.52, 13, 12.0
2011, 10, 29, 389.53, 15, 12.0
2011, 10, 30, 389.57, 18, 12.0
2011, 10, 31, 389.55,  9, 12.0
2011, 11, 01, 389.77, 10, 12.0
2011, 11, 02, 389.75, 16, 12.0
2011, 11, 03, 389.68, 20, 12.0
2011, 11, 04, 389.65, 16, 12.0
2011, 11, 05, 389.56, 20, 12.0
2011, 11, 06, 389.59, 20, 12.0
2011, 11, 07, 389.75, 19, 12.0
2011, 11, 08, 389.92, 18, 12.0
2011, 11, 09,    NaN,  0, 12.0
2011, 11, 10, 390.01,  8, 12.0
2011, 11, 11, 389.81,  7, 12.0
2011, 11, 12, 390.41, 12, 12.0
2011, 11, 13, 390.28, 15, 12.0
2011, 11, 14, 390.60, 15, 12.0
2011, 11, 15, 390.65,  5, 12.0
2011, 11, 16, 390.44, 13, 12.0
2011, 11, 17, 390.34,  7, 12.0
2011, 11, 18, 390.44, 20, 12.0
2011, 11, 19, 390.62, 20, 12.0
2011, 11, 20, 390.52, 20, 12.0
2011, 11, 21, 390.49, 14, 12.0
2011, 11, 22, 390.61, 19, 12.0
2011, 11, 23, 390.46, 15, 12.0
2011, 11, 24, 390.61,  4, 12.0
2011, 11, 25, 390.53, 17, 12.0
2011, 11, 26, 390.60, 16, 12.0
2011, 11, 27, 391.41,  7, 12.0
2011, 11, 28, 391.05, 10, 12.0
2011, 11, 29, 391.15, 18, 12.0
2011, 11, 30, 391.33,  2, 12.0
2011, 12, 01, 390.90,  5, 12.0
2011, 12, 02, 390.90, 19, 12.0
2011, 12, 03, 391.01, 19, 12.0
2011, 12, 04, 391.03, 10, 12.0
2011, 12, 05, 391.37, 10, 12.0
2011, 12, 06, 391.44, 21, 12.0
2011, 12, 07, 391.42, 14, 12.0
2011, 12, 08, 391.55, 14, 12.0
2011, 12, 09, 392.00, 10, 12.0
2011, 12, 10, 391.73, 13, 12.0
2011, 12, 11, 392.37, 14, 12.0
2011, 12, 12, 391.57, 18, 12.0
2011, 12, 13, 391.69, 12, 12.0
2011, 12, 14, 392.03, 10, 12.0
2011, 12, 15, 392.16, 11, 12.0
2011, 12, 16,    NaN,  0, 12.0
2011, 12, 17, 392.53,  7, 12.0
2011, 12, 18, 392.17, 10, 12.0
2011, 12, 19, 392.70,  1, 12.0
2011, 12, 20, 392.19,  5, 12.0
2011, 12, 21,    NaN,  0, 12.0
2011, 12, 22, 391.81,  9, 12.0
2011, 12, 23, 392.06,  8, 12.0
2011, 12, 24, 391.98, 17, 12.0
2011, 12, 25, 391.96, 13, 12.0
2011, 12, 26, 392.80, 20, 12.0
2011, 12, 27, 392.26, 14, 12.0
2011, 12, 28, 392.00, 21, 12.0
2011, 12, 29, 392.25, 16, 12.0
2011, 12, 30, 392.10, 17, 12.0
2011, 12, 31, 392.13, 19, 12.0
2012, 01, 01, 392.07, 20, 12.0
2012, 01, 02, 392.74,  8, 12.0
2012, 01, 03, 392.93,  3, 12.0
2012, 01, 04, 393.40, 21, 12.0
2012, 01, 05, 393.66, 21, 12.0
2012, 01, 06, 393.37, 21, 12.0
2012, 01, 07, 392.78, 16, 12.0
2012, 01, 08, 392.29, 14, 12.0
2012, 01, 09, 392.44, 19, 12.0
2012, 01, 10,    NaN,  0, 12.0
2012, 01, 11, 394.24,  7, 12.0
2012, 01, 12, 393.37, 18, 12.0
2012, 01, 13,    NaN,  0, 12.0
2012, 01, 14, 395.24, 12, 12.0
2012, 01, 15, 394.99,  9, 12.0
2012, 01, 16, 391.96,  8, 12.0
2012, 01, 17, 392.21,  6, 12.0
2012, 01, 18, 392.50, 13, 12.0
2012, 01, 19, 392.82, 21, 12.0
2012, 01, 20, 392.99, 21, 12.0
2012, 01, 21, 393.33, 20, 12.0
2012, 01, 22, 392.84, 19, 12.0
2012, 01, 23, 393.61,  5, 12.0
2012, 01, 24, 393.61,  6, 12.0
2012, 01, 25,    NaN,  0, 12.0
2012, 01, 26, 393.76,  6, 12.0
2012, 01, 27, 393.21, 14, 12.0
2012, 01, 28, 392.96, 19, 12.0
2012, 01, 29, 392.95, 15, 12.0
2012, 01, 30, 392.80, 21, 12.0
2012, 01, 31, 392.87,  2, 12.0
2012, 02, 01, 393.76,  9, 12.0
2012, 02, 02,    NaN,  0, 12.0
2012, 02, 03,    NaN,  0, 12.0
2012, 02, 04, 392.18, 18, 12.0
2012, 02, 05, 392.24, 22, 12.0
2012, 02, 06, 392.15, 21, 12.0
2012, 02, 07, 392.10, 14, 12.0
2012, 02, 08,    NaN,  0, 12.0
2012, 02, 09, 395.48,  5, 12.0
2012, 02, 10,    NaN,  0, 12.0
2012, 02, 11, 392.86,  8, 12.0
2012, 02, 12, 392.93, 17, 12.0
2012, 02, 13, 392.85, 18, 12.0
2012, 02, 14, 393.44, 19, 12.0
2012, 02, 15, 393.54, 20, 12.0
2012, 02, 16, 393.94, 19, 12.0
2012, 02, 17, 393.85, 16, 12.0
2012, 02, 18,    NaN,  0, 12.0
2012, 02, 19,    NaN,  0, 12.0
2012, 02, 20,    NaN,  0, 12.0
2012, 02, 21, 394.82,  6, 12.0
2012, 02, 22,    NaN,  0, 12.0
2012, 02, 23,    NaN,  0, 12.0
2012, 02, 24, 392.99,  6, 12.0
