year,month,day,co2_concentration,ch4_concentration,co2e,decimal_year
1998,1,7,365.79,1.80563,410.93075000000005,1998.0164383561644
1998,1,8,364.87,1.77582,409.2655,1998.0191780821917
1998,1,9,364.91,1.77029,409.16725,1998.021917808219
1998,1,10,365.56,1.77458,409.9245,1998.0246575342467
1998,1,11,366.03,1.79018,410.7845,1998.027397260274
1998,1,13,364.82,1.77116,409.099,1998.0328767123287
1998,1,14,364.8,1.7617200000000002,408.843,1998.035616438356
1998,1,16,365.51,1.76853,409.72325,1998.041095890411
1998,1,17,365.28,1.7724900000000001,409.59225,1998.0438356164384
1998,1,18,365.07,1.76731,409.25275,1998.0465753424658
1998,1,19,365.14,1.76919,409.36975,1998.0493150684931
1998,1,20,365.19,1.76895,409.41375,1998.0520547945205
1998,1,21,364.76,1.76445,408.87125,1998.054794520548
1998,1,22,365.12,1.7708800000000002,409.392,1998.0575342465754
1998,1,23,365.19,1.7669400000000002,409.3635,1998.0602739726028
1998,1,24,365.22,1.7773800000000002,409.65450000000004,1998.0630136986301
1998,1,25,365.43,1.7913800000000002,410.21450000000004,1998.0657534246575
1998,1,26,365.67,1.79203,410.47075,1998.0684931506848
1998,1,27,364.84,1.76274,408.9085,1998.0712328767124
1998,1,28,364.78,1.76397,408.87924999999996,1998.0739726027398
1998,1,30,365.1,1.7916400000000001,409.891,1998.0794520547945
1998,1,31,365.05,1.76322,409.1305,1998.0821917808219
1998,2,1,364.73,1.75598,408.6295,1998.0833333333333
1998,2,2,365.9,1.79002,410.65049999999997,1998.0860730593606
1998,2,3,366.03,1.78751,410.71774999999997,1998.088812785388
1998,2,4,366.33,1.79226,411.13649999999996,1998.0915525114156
1998,2,5,366.52,1.80921,411.75025,1998.094292237443
1998,2,6,366.07,1.78699,410.74475,1998.0970319634703
1998,2,7,365.5,1.76561,409.64025,1998.0997716894976
1998,2,8,365.53,1.75371,409.37275,1998.102511415525
1998,2,9,365.4,1.75456,409.26399999999995,1998.1052511415523
1998,2,10,365.61,1.78597,410.25925,1998.10799086758
1998,2,11,365.41,1.75749,409.34725000000003,1998.1107305936073
1998,2,12,365.43,1.7583499999999999,409.38875,1998.1134703196346
1998,2,13,365.18,1.7541600000000002,409.034,1998.116210045662
1998,2,14,364.75,1.7578,408.695,1998.1189497716894
1998,2,15,364.97,1.76015,408.97375000000005,1998.1216894977167
1998,2,17,365.33,1.7579500000000001,409.27875,1998.1271689497717
1998,2,18,365.22,1.75756,409.15900000000005,1998.129908675799
1998,3,2,366.93,1.7911700000000002,411.70925,1998.169406392694
1998,3,3,366.8,1.7906700000000002,411.56675,1998.1721461187215
1998,3,5,366.51,1.77774,410.95349999999996,1998.1776255707764
1998,3,6,366.31,1.76977,410.55425,1998.1803652968038
1998,3,7,367.17,1.76092,411.19300000000004,1998.1831050228311
1998,3,8,367.09,1.7833599999999998,411.674,1998.1858447488585
1998,3,15,366.1,1.77241,410.41025,1998.2050228310502
1998,3,16,366.06,1.7589000000000001,410.0325,1998.2077625570778
1998,3,17,366.67,1.7649000000000001,410.7925,1998.2105022831051
1998,3,18,367.59,1.78774,412.2835,1998.2132420091325
1998,3,19,367.62,1.78034,412.12850000000003,1998.2159817351599
1998,3,21,366.83,1.75855,410.79375,1998.2214611872148
1998,3,22,366.9,1.7956400000000001,411.791,1998.2242009132422
1998,3,23,366.92,1.80555,412.05875000000003,1998.2269406392695
1998,3,25,369.11,1.79621,414.01525000000004,1998.2324200913242
1998,3,26,368.97,1.78997,413.71925000000005,1998.2351598173516
1998,3,27,367.72,1.7771700000000001,412.14925000000005,1998.2378995433792
1998,3,28,367.7,1.78137,412.23425,1998.2406392694065
1998,3,29,368.33,1.79024,413.086,1998.2433789954339
1998,3,30,368.73,1.8009300000000001,413.75325000000004,1998.2461187214612
1998,3,31,368.67,1.80876,413.889,1998.2488584474886
1998,4,1,368.68,1.80156,413.719,1998.25
1998,4,3,368.61,1.78977,413.35425000000004,1998.2554794520547
1998,4,6,368.04,1.76958,412.27950000000004,1998.263698630137
1998,4,7,367.99,1.7781600000000002,412.444,1998.2664383561644
1998,4,9,368.82,1.7759,413.2175,1998.271917808219
1998,4,10,368.79,1.7927000000000002,413.6075,1998.2746575342467
1998,4,13,368.51,1.7899500000000002,413.25874999999996,1998.2828767123287
1998,4,14,368.36,1.79154,413.1485,1998.285616438356
1998,4,15,368.53,1.7906700000000002,413.29675,1998.2883561643835
1998,4,16,368.04,1.77562,412.43050000000005,1998.291095890411
1998,4,17,367.54,1.77504,411.916,1998.2938356164384
1998,4,18,367.35,1.7652100000000002,411.48025,1998.2965753424658
1998,4,19,367.28,1.7678399999999999,411.476,1998.2993150684931
1998,4,21,368.34,1.7761300000000002,412.74325,1998.304794520548
1998,4,22,368.49,1.77637,412.89925,1998.3075342465754
1998,4,23,368.64,1.7803,413.1475,1998.3102739726028
1998,4,24,368.63,1.77577,413.02425,1998.3130136986301
1998,4,25,368.69,1.7739200000000002,413.038,1998.3157534246575
1998,4,26,368.95,1.77826,413.4065,1998.3184931506848
1998,4,27,368.81,1.77532,413.193,1998.3212328767124
1998,4,28,368.78,1.79617,413.68424999999996,1998.3239726027398
1998,4,30,368.89,1.78543,413.52575,1998.3294520547945
1998,5,1,368.8,1.78186,413.3465,1998.3333333333333
1998,5,2,368.81,1.7843,413.4175,1998.3360730593606
1998,5,4,369.35,1.79058,414.1145,1998.3415525114156
1998,5,5,369.14,1.78921,413.87025,1998.344292237443
1998,5,6,369.31,1.80302,414.3855,1998.3470319634703
1998,5,12,367.94,1.7489000000000001,411.6625,1998.3634703196346
1998,5,13,368.15,1.76136,412.18399999999997,1998.366210045662
1998,5,14,368.26,1.7609000000000001,412.28249999999997,1998.3689497716894
1998,5,15,368.25,1.76242,412.3105,1998.3716894977167
1998,5,16,368.28,1.76309,412.35724999999996,1998.3744292237443
1998,5,17,368.35,1.7641,412.45250000000004,1998.3771689497717
1998,5,18,368.55,1.77631,412.95775000000003,1998.379908675799
1998,5,20,369.39,1.79683,414.31075,1998.3853881278537
1998,5,22,369.35,1.7826400000000002,413.91600000000005,1998.3908675799087
1998,5,23,369.43,1.77889,413.90225,1998.393607305936
1998,5,24,369.24,1.79034,413.99850000000004,1998.3963470319634
1998,5,25,369.84,1.7854700000000001,414.47675,1998.3990867579907
1998,5,26,369.56,1.78129,414.09225,1998.401826484018
1998,5,27,369.41,1.7812400000000002,413.94100000000003,1998.4045662100457
1998,5,28,369.59,1.78152,414.128,1998.407305936073
1998,5,29,369.82,1.7812999999999999,414.35249999999996,1998.4100456621004
1998,5,30,369.61,1.78351,414.19775000000004,1998.4127853881278
1998,5,31,369.71,1.78374,414.3035,1998.4155251141551
1998,6,3,369.14,1.7807000000000002,413.65749999999997,1998.4221461187215
1998,6,4,369.23,1.77402,413.58050000000003,1998.424885844749
1998,6,6,369.41,1.77412,413.76300000000003,1998.4303652968038
1998,6,8,368.93,1.76209,412.98225,1998.4358447488585
1998,6,9,369.04,1.76186,413.0865,1998.4385844748858
1998,6,10,369.1,1.7701500000000001,413.35375000000005,1998.4413242009134
1998,6,11,369.02,1.7694200000000002,413.2555,1998.4440639269408
1998,6,12,368.6,1.78618,413.2545,1998.4468036529681
1998,6,13,368.95,1.7709000000000001,413.22249999999997,1998.4495433789955
1998,6,14,368.43,1.77531,412.81275,1998.4522831050228
1998,6,19,368.15,1.7754100000000002,412.53524999999996,1998.4659817351599
1998,6,20,368.12,1.77562,412.5105,1998.4687214611872
1998,6,23,368.68,1.77684,413.101,1998.4769406392695
1998,6,24,368.52,1.77307,412.84675,1998.4796803652969
1998,6,25,368.49,1.7730000000000001,412.815,1998.4824200913242
1998,6,26,368.3,1.77618,412.7045,1998.4851598173516
1998,6,27,368.17,1.77841,412.63025000000005,1998.4878995433792
1998,6,28,367.99,1.78247,412.55175,1998.4906392694065
1998,7,1,367.77,1.77174,412.0635,1998.5
1998,7,5,368.97,1.7618,413.01500000000004,1998.5109589041097
1998,7,6,368.97,1.75071,412.73775,1998.513698630137
1998,7,8,367.62,1.78508,412.247,1998.5191780821917
1998,7,9,367.62,1.76841,411.83025,1998.521917808219
1998,7,11,368.76,1.75282,412.5805,1998.527397260274
1998,7,12,367.11,1.76099,411.13475,1998.5301369863014
1998,7,13,367.27,1.77501,411.64525,1998.5328767123287
1998,7,14,367.34,1.7621,411.3925,1998.535616438356
1998,7,19,367.82,1.75367,411.66175,1998.5493150684931
1998,7,20,367.62,1.75758,411.5595,1998.5520547945205
1998,7,22,367.66,1.7583199999999999,411.61800000000005,1998.5575342465754
1998,7,23,367.46,1.77119,411.73974999999996,1998.5602739726028
1998,7,24,367.74,1.76601,411.89025000000004,1998.5630136986301
1998,7,25,366.04,1.7655999999999998,410.18,1998.5657534246575
1998,8,2,366.82,1.7540799999999999,410.67199999999997,1998.5860730593606
1998,8,3,366.74,1.75934,410.7235,1998.588812785388
1998,8,6,366.42,1.7606700000000002,410.43675,1998.5970319634703
1998,8,7,366.61,1.7567000000000002,410.52750000000003,1998.5997716894976
1998,8,10,365.71,1.75186,409.50649999999996,1998.60799086758
1998,8,11,365.25,1.75234,409.0585,1998.6107305936073
1998,8,13,365.96,1.74913,409.68825,1998.616210045662
1998,8,14,365.93,1.75187,409.72675000000004,1998.6189497716894
1998,8,30,364.07,1.7802200000000001,408.5755,1998.6627853881278
1998,8,31,364.13,1.77602,408.5305,1998.6655251141551
1998,9,4,364.69,1.76096,408.714,1998.674885844749
1998,9,5,364.84,1.75818,408.79449999999997,1998.6776255707764
1998,9,6,364.33,1.76335,408.41375,1998.6803652968038
1998,9,7,364.3,1.7621,408.3525,1998.6831050228311
1998,9,8,364.72,1.76426,408.8265,1998.6858447488585
1998,9,9,364.43,1.7626300000000001,408.49575,1998.6885844748858
1998,9,13,363.06,1.7950899999999999,407.93725,1998.6995433789955
1998,9,14,363.48,1.79976,408.47400000000005,1998.7022831050228
1998,9,17,363.81,1.79176,408.604,1998.7105022831051
1998,9,19,362.88,1.80145,407.91625,1998.7159817351599
1998,9,20,363.04,1.7943900000000002,407.89975000000004,1998.7187214611872
1998,9,21,363.19,1.78834,407.8985,1998.7214611872148
1998,9,22,363.21,1.78572,407.85299999999995,1998.7242009132422
1998,9,23,363.44,1.7866900000000001,408.10725,1998.7269406392695
1998,9,24,363.44,1.78573,408.08325,1998.7296803652969
1998,9,25,363.29,1.7914100000000002,408.07525000000004,1998.7324200913242
1998,9,26,363.72,1.7851700000000001,408.34925000000004,1998.7351598173516
1998,9,27,363.78,1.7784900000000001,408.24224999999996,1998.7378995433792
1998,9,28,363.43,1.7916800000000002,408.222,1998.7406392694065
1998,9,30,363.8,1.7886700000000002,408.51675,1998.7461187214612
1998,10,3,364.14,1.75692,408.063,1998.7554794520547
1998,10,4,364.07,1.78627,408.72675,1998.7582191780823
1998,10,5,363.75,1.79149,408.53725,1998.7609589041097
1998,10,6,363.96,1.7786400000000002,408.426,1998.763698630137
1998,10,7,363.78,1.79155,408.56874999999997,1998.7664383561644
1998,10,8,363.83,1.79223,408.63575,1998.7691780821917
1998,10,9,363.82,1.78814,408.5235,1998.771917808219
1998,10,10,364.08,1.7687300000000001,408.29825,1998.7746575342467
1998,10,11,364.22,1.77513,408.59825,1998.777397260274
1998,10,12,364.27,1.76772,408.46299999999997,1998.7801369863014
1998,10,13,364.19,1.77499,408.56475,1998.7828767123287
1998,10,14,364.27,1.77232,408.578,1998.785616438356
1998,10,15,364.44,1.7835999999999999,409.03,1998.7883561643835
1998,10,16,364.06,1.78597,408.70925,1998.791095890411
1998,10,17,364.43,1.79892,409.403,1998.7938356164384
1998,10,19,364.54,1.80807,409.74175,1998.7993150684931
1998,10,22,364.59,1.8141300000000002,409.94325,1998.8075342465754
1998,10,23,364.51,1.8137100000000002,409.85275,1998.8102739726028
1998,10,24,364.54,1.81326,409.8715,1998.8130136986301
1998,10,25,364.29,1.8003,409.2975,1998.8157534246575
1998,10,26,364.24,1.7929100000000002,409.06275,1998.8184931506848
1998,10,28,364.56,1.80697,409.73425,1998.8239726027398
1998,10,29,364.4,1.78719,409.07975,1998.8267123287671
1998,10,30,364.35,1.79726,409.28150000000005,1998.8294520547945
1998,10,31,364.5,1.79489,409.37225,1998.8321917808219
1998,11,1,364.7,1.7786400000000002,409.166,1998.8333333333333
1998,11,2,364.91,1.79908,409.88700000000006,1998.8360730593606
1998,11,5,364.61,1.78803,409.31075,1998.844292237443
1998,11,6,364.93,1.79451,409.79275,1998.8470319634703
1998,11,8,365.01,1.78174,409.5535,1998.852511415525
1998,11,9,365.07,1.76912,409.298,1998.8552511415523
1998,11,10,365.29,1.7674100000000001,409.47525,1998.85799086758
1998,11,11,365.28,1.7601,409.28249999999997,1998.8607305936073
1998,11,12,365.11,1.7792999999999999,409.59250000000003,1998.8634703196346
1998,11,18,365.62,1.79032,410.378,1998.879908675799
1998,11,19,365.96,1.7946700000000002,410.82675,1998.8826484018264
1998,11,21,365.45,1.78355,410.03875,1998.8881278538813
1998,11,22,365.56,1.7773800000000002,409.9945,1998.8908675799087
1998,11,23,365.62,1.78474,410.2385,1998.893607305936
1998,11,24,365.49,1.7909300000000001,410.26325,1998.8963470319634
1998,11,25,365.6,1.8006,410.615,1998.8990867579907
1998,11,26,365.53,1.7884000000000002,410.24,1998.901826484018
1998,11,27,365.73,1.80124,410.761,1998.9045662100457
1998,11,28,365.83,1.8014100000000002,410.86525,1998.907305936073
1998,11,29,365.92,1.8030599999999999,410.9965,1998.9100456621004
1998,11,30,365.65,1.7982,410.60499999999996,1998.9127853881278
1998,12,1,365.32,1.81504,410.69599999999997,1998.9166666666667
1998,12,2,367.15,1.8133,412.48249999999996,1998.919406392694
1998,12,3,367.12,1.81286,412.4415,1998.9221461187215
1998,12,8,366.42,1.79532,411.303,1998.9358447488585
1998,12,9,366.37,1.7906600000000001,411.1365,1998.9385844748858
1998,12,10,367.37,1.79918,412.34950000000003,1998.9413242009134
1998,12,11,367.35,1.7999100000000001,412.34775,1998.9440639269408
1998,12,12,366.55,1.79996,411.54900000000004,1998.9468036529681
1998,12,13,366.51,1.80091,411.53274999999996,1998.9495433789955
1998,12,15,366.72,1.8072300000000001,411.90075,1998.9550228310502
1998,12,16,366.89,1.7971400000000002,411.8185,1998.9577625570778
1998,12,17,367.1,1.81594,412.49850000000004,1998.9605022831051
1998,12,19,367.41,1.79907,412.38675,1998.9659817351599
1998,12,20,367.47,1.8075,412.6575,1998.9687214611872
1998,12,21,366.53,1.79651,411.44275,1998.9714611872148
1998,12,22,366.85,1.79021,411.60525,1998.9742009132422
1998,12,23,367.08,1.79977,412.07425,1998.9769406392695
1998,12,25,366.87,1.8003900000000002,411.87975,1998.9824200913242
1998,12,26,367.27,1.79955,412.25874999999996,1998.9851598173516
1998,12,27,367.64,1.81053,412.90324999999996,1998.9878995433792
1998,12,28,367.29,1.80256,412.35400000000004,1998.9906392694065
1998,12,29,366.98,1.8013800000000002,412.0145,1998.9933789954339
1998,12,30,367.04,1.79578,411.9345,1998.9961187214612
1998,12,31,367.03,1.79316,411.859,1998.9988584474886
1999,1,3,367.56,1.8011700000000002,412.58925,1999.0054794520547
1999,1,4,367.5,1.80868,412.717,1999.0082191780823
1999,1,5,367.53,1.79535,412.41375,1999.0109589041097
1999,1,6,367.52,1.7925,412.3325,1999.013698630137
1999,1,8,367.65,1.78916,412.37899999999996,1999.0191780821917
1999,1,9,367.52,1.78431,412.12775,1999.021917808219
1999,1,10,368.13,1.81603,413.53075,1999.0246575342467
1999,1,11,368.09,1.8133800000000002,413.42449999999997,1999.027397260274
1999,1,12,367.6,1.7938699999999999,412.44675,1999.0301369863014
1999,1,13,367.61,1.7916800000000002,412.40200000000004,1999.0328767123287
1999,1,14,367.61,1.79743,412.54575,1999.035616438356
1999,1,15,367.58,1.79599,412.47974999999997,1999.0383561643835
1999,1,16,367.43,1.7937400000000001,412.2735,1999.041095890411
1999,1,19,367.5,1.79122,412.2805,1999.0493150684931
1999,1,20,367.34,1.77713,411.76824999999997,1999.0520547945205
1999,1,21,367.72,1.7836500000000002,412.31125000000003,1999.054794520548
1999,1,22,367.87,1.78525,412.50125,1999.0575342465754
1999,1,23,367.82,1.78756,412.509,1999.0602739726028
1999,1,24,368.08,1.79372,412.923,1999.0630136986301
1999,1,25,369.55,1.80915,414.77875,1999.0657534246575
1999,1,26,369.58,1.8216500000000002,415.12125,1999.0684931506848
1999,1,27,369.13,1.8111700000000002,414.40925,1999.0712328767124
1999,1,28,369.07,1.80894,414.2935,1999.0739726027398
1999,1,29,368.99,1.81121,414.27025000000003,1999.0767123287671
1999,1,30,369.22,1.8146099999999998,414.58525000000003,1999.0794520547945
1999,1,31,369.09,1.8099100000000001,414.33774999999997,1999.0821917808219
1999,2,1,369.18,1.8097,414.4225,1999.0833333333333
1999,2,2,370.08,1.81382,415.4255,1999.0860730593606
1999,2,3,369.21,1.8066300000000002,414.37575,1999.088812785388
1999,2,4,369.04,1.81409,414.39225,1999.0915525114156
1999,2,5,368.56,1.80623,413.71575,1999.094292237443
1999,2,6,368.77,1.8021500000000001,413.82374999999996,1999.0970319634703
1999,2,7,368.81,1.8006900000000001,413.82725,1999.0997716894976
1999,2,8,369.36,1.8048,414.48,1999.102511415525
1999,2,9,369.46,1.8111,414.73749999999995,1999.1052511415523
1999,2,10,368.58,1.80397,413.67924999999997,1999.10799086758
1999,2,11,368.68,1.7961300000000002,413.58325,1999.1107305936073
1999,2,13,369.5,1.80353,414.58825,1999.116210045662
1999,2,15,368.34,1.7855699999999999,412.97925,1999.1216894977167
1999,2,16,368.34,1.78685,413.01124999999996,1999.1244292237443
1999,2,17,368.3,1.7876400000000001,412.991,1999.1271689497717
1999,2,18,368.12,1.7735999999999998,412.46,1999.129908675799
1999,2,19,367.67,1.7761500000000001,412.07375,1999.1326484018264
1999,2,20,369.27,1.7787300000000001,413.73825,1999.1353881278537
1999,2,21,369.28,1.79354,414.1185,1999.1381278538813
1999,2,22,369.66,1.80837,414.86925,1999.1408675799087
1999,2,23,368.78,1.81292,414.10299999999995,1999.143607305936
1999,2,24,368.52,1.79305,413.34625,1999.1463470319634
1999,2,25,368.27,1.78931,413.00275,1999.1490867579907
1999,2,26,368.24,1.7839500000000001,412.83875,1999.151826484018
1999,2,27,368.53,1.78373,413.12325,1999.1545662100457
1999,2,28,368.91,1.77534,413.2935,1999.157305936073
1999,3,1,367.8,1.77559,412.18975,1999.1666666666667
1999,3,2,367.78,1.77177,412.07425,1999.169406392694
1999,3,3,367.79,1.77258,412.10450000000003,1999.1721461187215
1999,3,5,367.28,1.7496500000000001,411.02124999999995,1999.1776255707764
1999,3,6,367.85,1.75936,411.834,1999.1803652968038
1999,3,7,368.11,1.76882,412.33050000000003,1999.1831050228311
1999,3,8,368.51,1.77162,412.8005,1999.1858447488585
1999,3,9,369.24,1.79304,414.06600000000003,1999.1885844748858
1999,3,10,368.46,1.7754200000000002,412.8455,1999.1913242009134
1999,3,11,368.55,1.77702,412.9755,1999.1940639269408
1999,3,12,370.59,1.8135999999999999,415.92999999999995,1999.1968036529681
1999,3,13,368.39,1.7973,413.3225,1999.1995433789955
1999,3,14,369.05,1.78433,413.65825,1999.2022831050228
1999,3,18,368.68,1.78824,413.386,1999.2132420091325
1999,3,19,368.75,1.7830000000000001,413.325,1999.2159817351599
1999,3,20,371.78,1.80831,416.98775,1999.2187214611872
1999,3,24,369.99,1.79724,414.921,1999.2296803652969
1999,3,25,369.86,1.78898,414.5845,1999.2324200913242
1999,3,26,370.11,1.7856500000000002,414.75125,1999.2351598173516
1999,3,31,370.1,1.8013599999999999,415.134,1999.2488584474886
1999,4,2,370.27,1.79956,415.259,1999.2527397260274
1999,4,3,370.65,1.8046,415.765,1999.2554794520547
1999,4,6,370.72,1.81901,416.19525000000004,1999.263698630137
1999,4,7,370.7,1.80351,415.78774999999996,1999.2664383561644
1999,4,8,370.96,1.81227,416.26675,1999.2691780821917
1999,4,9,371.9,1.8091,417.1275,1999.271917808219
1999,4,10,372.13,1.8281300000000003,417.83325,1999.2746575342467
1999,4,11,371.55,1.8229300000000002,417.12325,1999.277397260274
1999,4,12,371.34,1.81524,416.721,1999.2801369863014
1999,4,13,371.23,1.80655,416.39375,1999.2828767123287
1999,4,14,371.11,1.80161,416.15025,1999.285616438356
1999,4,15,370.82,1.8021300000000002,415.87325,1999.2883561643835
1999,4,16,370.88,1.80078,415.8995,1999.291095890411
1999,4,17,371.23,1.81143,416.51575,1999.2938356164384
1999,4,18,370.77,1.80472,415.888,1999.2965753424658
1999,4,19,370.58,1.79054,415.3435,1999.2993150684931
1999,4,20,370.71,1.78725,415.39124999999996,1999.3020547945205
1999,4,22,368.86,1.7689700000000002,413.08425,1999.3075342465754
1999,4,23,369.04,1.75872,413.00800000000004,1999.3102739726028
1999,4,25,371.02,1.78756,415.709,1999.3157534246575
1999,4,26,370.96,1.79472,415.828,1999.3184931506848
1999,4,28,369.95,1.7772700000000001,414.38175,1999.3239726027398
1999,4,29,369.77,1.77085,414.04125,1999.3267123287671
1999,5,4,371.46,1.78983,416.20574999999997,1999.3415525114156
1999,5,5,371.51,1.7889000000000002,416.2325,1999.344292237443
1999,5,6,371.3,1.78609,415.95225,1999.3470319634703
1999,5,7,371.36,1.78337,415.94425,1999.3497716894976
1999,5,8,371.22,1.7967000000000002,416.13750000000005,1999.352511415525
1999,5,9,371.01,1.78704,415.686,1999.3552511415523
1999,5,10,370.9,1.78077,415.41925,1999.35799086758
1999,5,11,371.1,1.7806400000000002,415.61600000000004,1999.3607305936073
1999,5,12,370.35,1.78209,414.90225000000004,1999.3634703196346
1999,5,13,370.46,1.77475,414.82874999999996,1999.366210045662
1999,5,15,370.59,1.78098,415.11449999999996,1999.3716894977167
1999,5,24,371.41,1.76382,415.50550000000004,1999.3963470319634
1999,5,25,370.26,1.8013599999999999,415.294,1999.3990867579907
1999,5,26,369.94,1.76626,414.0965,1999.401826484018
1999,5,27,370.21,1.81038,415.4695,1999.4045662100457
1999,5,28,370.08,1.76958,414.3195,1999.407305936073
1999,5,29,370.05,1.77424,414.406,1999.4100456621004
1999,5,30,370.17,1.76679,414.33975000000004,1999.4127853881278
1999,5,31,370.76,1.7772000000000001,415.19,1999.4155251141551
1999,6,1,370.31,1.77465,414.67625,1999.4166666666667
1999,6,3,371.05,1.77828,415.507,1999.4221461187215
1999,6,4,370.14,1.7817,414.6825,1999.424885844749
1999,6,5,370.24,1.7706300000000001,414.50575000000003,1999.4276255707764
1999,6,6,370.69,1.77234,414.9985,1999.4303652968038
1999,6,12,370.23,1.75774,414.1735,1999.4468036529681
1999,6,13,371.13,1.76241,415.19025,1999.4495433789955
1999,6,14,370.98,1.77796,415.42900000000003,1999.4522831050228
1999,6,15,369.76,1.76465,413.87624999999997,1999.4550228310502
1999,6,16,370.04,1.76417,414.14425,1999.4577625570778
1999,6,17,370.25,1.76502,414.3755,1999.4605022831051
1999,6,18,370.27,1.76516,414.399,1999.4632420091325
1999,6,19,370.09,1.76007,414.09175,1999.4659817351599
1999,6,23,369.83,1.77804,414.281,1999.4769406392695
1999,6,24,369.94,1.76258,414.0045,1999.4796803652969
1999,6,25,369.93,1.77385,414.27625,1999.4824200913242
1999,6,29,369.92,1.78735,414.60375,1999.4933789954339
1999,6,30,369.78,1.7794400000000001,414.26599999999996,1999.4961187214612
1999,7,3,368.93,1.78657,413.59425,1999.5054794520547
1999,7,4,368.82,1.78472,413.438,1999.5082191780823
1999,7,5,369.15,1.78566,413.7915,1999.5109589041097
1999,7,7,370.41,1.7666,414.57500000000005,1999.5164383561644
1999,7,8,370.03,1.76061,414.04524999999995,1999.5191780821917
1999,7,9,370.38,1.76519,414.50975,1999.521917808219
1999,7,10,370.18,1.7654100000000001,414.31525,1999.5246575342467
1999,7,12,370.56,1.76708,414.737,1999.5301369863014
1999,7,13,370.75,1.7653900000000002,414.88475,1999.5328767123287
1999,7,15,370.98,1.76791,415.17775,1999.5383561643835
1999,7,16,370.81,1.76594,414.9585,1999.541095890411
1999,7,22,368.6,1.75532,412.483,1999.5575342465754
1999,7,23,368.85,1.76206,412.9015,1999.5602739726028
1999,7,24,368.91,1.76523,413.04075,1999.5630136986301
1999,7,25,368.04,1.76429,412.14725000000004,1999.5657534246575
1999,7,26,368.14,1.7508599999999999,411.9115,1999.5684931506848
1999,7,27,368.39,1.75199,412.18975,1999.5712328767124
1999,7,28,368.76,1.7626,412.825,1999.5739726027398
1999,7,29,367.36,1.7795999999999998,411.85,1999.5767123287671
1999,7,30,367.36,1.77332,411.693,1999.5794520547945
1999,8,2,366.85,1.7603,410.8575,1999.5860730593606
1999,8,3,367.55,1.75749,411.48725,1999.588812785388
1999,8,4,367.37,1.75796,411.319,1999.5915525114156
1999,8,5,367.54,1.76024,411.54600000000005,1999.594292237443
1999,8,7,368.12,1.75736,412.054,1999.5997716894976
1999,8,9,367.47,1.76404,411.571,1999.6052511415523
1999,8,10,367.41,1.7619,411.45750000000004,1999.60799086758
1999,8,12,366.67,1.76533,410.80325000000005,1999.6134703196346
1999,8,13,366.8,1.7663900000000001,410.95975,1999.616210045662
1999,8,14,366.68,1.7652400000000001,410.81100000000004,1999.6189497716894
1999,8,15,366.28,1.76618,410.43449999999996,1999.6216894977167
1999,8,16,366.51,1.76431,410.61775,1999.6244292237443
1999,8,17,366.62,1.76651,410.78275,1999.6271689497717
1999,8,19,366.45,1.76529,410.58225,1999.6326484018264
1999,8,20,366.58,1.7677,410.7725,1999.6353881278537
1999,8,22,366.15,1.76391,410.24775,1999.6408675799087
1999,8,23,365.82,1.76502,409.9455,1999.643607305936
1999,8,25,366.84,1.7841900000000002,411.44475,1999.6490867579907
1999,8,26,366.88,1.76071,410.89775,1999.651826484018
1999,8,30,365.52,1.76793,409.71825,1999.6627853881278
1999,8,31,366.15,1.7725,410.4625,1999.6655251141551
1999,9,1,366.3,1.7672,410.48,1999.6666666666667
1999,9,2,363.39,1.7752100000000002,407.77025,1999.669406392694
1999,9,3,363.2,1.80207,408.25175,1999.6721461187215
1999,9,6,363.26,1.77931,407.74275,1999.6803652968038
1999,9,7,363.5,1.79255,408.31375,1999.6831050228311
1999,9,9,364.52,1.79054,409.2835,1999.6885844748858
1999,9,10,364.63,1.78508,409.257,1999.6913242009134
1999,9,12,364.47,1.7730000000000001,408.795,1999.6968036529681
1999,9,13,364.39,1.78396,408.989,1999.6995433789955
1999,9,17,365.44,1.7739500000000001,409.78875,1999.7105022831051
1999,9,18,365.42,1.7767000000000002,409.83750000000003,1999.7132420091325
1999,9,19,365.2,1.7769000000000001,409.6225,1999.7159817351599
1999,9,20,365.13,1.7657100000000001,409.27275,1999.7187214611872
1999,9,21,365.05,1.7733800000000002,409.3845,1999.7214611872148
1999,9,22,365.12,1.76701,409.29525,1999.7242009132422
1999,9,23,364.61,1.7961099999999999,409.51275,1999.7269406392695
1999,9,24,364.47,1.80405,409.57125,1999.7296803652969
1999,9,25,364.47,1.80651,409.63275000000004,1999.7324200913242
1999,9,26,364.37,1.79868,409.337,1999.7351598173516
1999,9,27,364.5,1.7938800000000001,409.347,1999.7378995433792
1999,9,28,364.35,1.8011400000000002,409.37850000000003,1999.7406392694065
1999,9,29,364.27,1.8054000000000001,409.405,1999.7433789954339
1999,9,30,364.04,1.8103,409.2975,1999.7461187214612
1999,10,1,364.2,1.8024600000000002,409.2615,1999.75
1999,10,2,364.16,1.79963,409.15075,1999.7527397260274
1999,10,3,364.54,1.7986900000000001,409.50725,1999.7554794520547
1999,10,4,364.49,1.7951300000000001,409.36825,1999.7582191780823
1999,10,6,365.04,1.7786400000000002,409.50600000000003,1999.763698630137
1999,10,7,365.01,1.77814,409.4635,1999.7664383561644
1999,10,8,365.07,1.78083,409.59075,1999.7691780821917
